37,1
-2.5654,7.6962
0.0000,7.6962
2.5654,7.6962
-5.1308,5.1308
-2.5654,5.1308
0.0000,5.1308
2.5654,5.1308
5.1308,5.1308
-7.6962,2.5654
-5.1308,2.5654
-2.5654,2.5654
0.0000,2.5654
2.5654,2.5654
5.1308,2.5654
7.6962,2.5654
-7.6962,0.0000
-5.1308,0.0000
-2.5654,0.0000
0.0000,0.0000
2.5654,0.0000
5.1308,0.0000
7.6962,0.0000
-7.6962,-2.5654
-5.1308,-2.5654
-2.5654,-2.5654
0.0000,-2.5654
2.5654,-2.5654
5.1308,-2.5654
7.6962,-2.5654
-5.1308,-5.1308
-2.5654,-5.1308
0.0000,-5.1308
2.5654,-5.1308
5.1308,-5.1308
-2.5654,-7.6962
0.0000,-7.6962
2.5654,-7.6962
