39,18.56
-35.905,71.255
-11.968,71.255
11.968,71.255
35.905,71.255
-62.006,47.435
-37.203,47.435
-12.401,47.435
12.401,47.435
37.203,47.435
62.006,47.435
-72.828, 23.614
-43.697, 23.614
-14.566, 23.614
14.566, 23.614
43.697, 23.614
72.828, 23.614
-77.375, 0
-51.584, 0
-25.792, 0
0, 0
25.792, 0
51.584, 0
77.375, 0
-72.828, -23.614
-43.697, -23.614
-14.566, -23.614
14.566, -23.614
43.697, -23.614
72.828, -23.614
-62.006, -47.435
-37.203, -47.435
-12.401, -47.435
12.401, -47.435
37.203, -47.435
62.006, -47.435
-35.905, -71.255
-11.968, -71.255
11.968, -71.255
35.905, -71.255
